task,family,k,seed,mode,acc,eps,support_size,support,lam,delta_norm
country-currency,knowledge,4,2,cass_recon,0.0,0.8617,1,country-capital,0.308,7.1
country-currency,knowledge,4,2,zvec,0.0,0.8617,1,country-capital,0.308,7.1
country-currency,knowledge,4,3,cass,0.0,0.8658,3,country-capital|product-company|prev-item,0.3431,8.2
country-currency,knowledge,4,4,cass,0.0,0.7918,4,country-capital|landmark-country|person-sport|alphabetically-first,0.2512,6.34
landmark-country,knowledge,0,0,oracle,0.0,0,1,landmark-country,0,7.781228910245299
landmark-country,knowledge,0,0,naive,0.0,1,31,all,0,0
landmark-country,knowledge,4,0,cass,0.0,0.7157,5,park-country|person-occupation|person-sport|person-instrument|product-company,0.1865,4.63
landmark-country,knowledge,4,0,cass_recon,0.04,0.7157,5,park-country|person-occupation|person-sport|person-instrument|product-company,0.1865,4.63
landmark-country,knowledge,4,0,zvec,0.0,0.7157,5,park-country|person-occupation|person-sport|person-instrument|product-company,0.1865,4.63
landmark-country,knowledge,4,1,cass,0.0,0.7669,5,park-country|person-occupation|person-sport|person-instrument|product-company,0.2474,5.07
landmark-country,knowledge,4,1,cass_recon,0.02,0.7669,5,park-country|person-occupation|person-sport|person-instrument|product-company,0.2474,5.07
landmark-country,knowledge,4,1,zvec,0.0,0.7669,5,park-country|person-occupation|person-sport|person-instrument|product-company,0.2474,5.07
landmark-country,knowledge,4,2,cass,0.0,0.6777,5,park-country|person-occupation|person-sport|person-instrument|product-company,0.2676,7.95
landmark-country,knowledge,4,2,cass_recon,0.0,0.6777,5,park-country|person-occupation|person-sport|person-instrument|product-company,0.2676,7.95
landmark-country,knowledge,4,2,zvec,0.0,0.6777,5,park-country|person-occupation|person-sport|person-instrument|product-company,0.2676,7.95
landmark-country,knowledge,4,3,cass,0.0,0.7027,5,park-country|person-occupation|person-sport|person-instrument|product-company,0.1975,6.14
landmark-country,knowledge,4,4,cass,0.0,0.7347,5,park-country|person-occupation|person-sport|person-instrument|product-company,0.179,4.73
park-country,knowledge,0,0,oracle,0.0,0,1,park-country,0,11.515519716330559
park-country,knowledge,0,0,naive,0.0,1,31,all,0,0
park-country,knowledge,4,0,cass,0.02,0.5489,5,country-capital|landmark-country|person-occupation|person-instrument|product-company,0.1494,8.14
park-country,knowledge,4,0,cass_recon,0.02,0.5489,5,country-capital|landmark-country|person-occupation|person-instrument|product-company,0.1494,8.14
park-country,knowledge,4,0,zvec,0.0,0.5489,5,country-capital|landmark-country|person-occupation|person-instrument|product-company,0.1494,8.14
park-country,knowledge,4,1,cass,0.0,0.5721,5,country-capital|landmark-country|person-occupation|person-sport|product-company,0.2439,11.05
park-country,knowledge,4,1,cass_recon,0.0,0.5721,5,country-capital|landmark-country|person-occupation|person-sport|product-company,0.2439,11.05
park-country,knowledge,4,1,zvec,0.0,0.5721,5,country-capital|landmark-country|person-occupation|person-sport|product-company,0.2439,11.05
park-country,knowledge,4,2,cass,0.02,0.538,5,country-capital|landmark-country|person-occupation|person-sport|product-company,0.2575,11.25
park-country,knowledge,4,2,cass_recon,0.0,0.538,5,country-capital|landmark-country|person-occupation|person-sport|product-company,0.2575,11.25
park-country,knowledge,4,2,zvec,0.0,0.538,5,country-capital|landmark-country|person-occupation|person-sport|product-company,0.2575,11.25
park-country,knowledge,4,3,cass,0.02,0.5582,4,country-capital|landmark-country|person-occupation|product-company,0.2458,8.78
park-country,knowledge,4,4,cass,0.0,0.551,5,country-capital|landmark-country|person-occupation|person-sport|product-company,0.351,12.5
person-occupation,knowledge,0,0,oracle,0.0,0,1,person-occupation,0,2.324917952728704
person-occupation,knowledge,0,0,naive,0.0,1,31,all,0,0
person-occupation,knowledge,4,0,cass,0.0,0.7521,4,landmark-country|park-country|person-sport|person-instrument,0.0696,2.22
person-occupation,knowledge,4,0,cass_recon,0.0,0.7521,4,landmark-country|park-country|person-sport|person-instrument,0.0696,2.22
person-occupation,knowledge,4,0,zvec,0.0,0.7521,4,landmark-country|park-country|person-sport|person-instrument,0.0696,2.22
person-occupation,knowledge,4,1,cass,0.0,0.9107,3,person-sport|person-instrument|prev-item,0.0398,1.0
person-occupation,knowledge,4,1,cass_recon,0.0,0.9107,3,person-sport|person-instrument|prev-item,0.0398,1.0
person-occupation,knowledge,4,1,zvec,0.0,0.9107,3,person-sport|person-instrument|prev-item,0.0398,1.0
person-occupation,knowledge,4,2,cass,0.0,0.7408,5,country-capital|landmark-country|park-country|person-sport|person-instrument,0.1149,3.5
person-occupation,knowledge,4,2,cass_recon,0.0,0.7408,5,country-capital|landmark-country|park-country|person-sport|person-instrument,0.1149,3.5
person-occupation,knowledge,4,2,zvec,0.0,0.7408,5,country-capital|landmark-country|park-country|person-sport|person-instrument,0.1149,3.5
person-occupation,knowledge,4,3,cass,0.0,0.8915,4,person-sport|person-instrument|present-past|next-capital-letter,0.0447,0.93
person-occupation,knowledge,4,4,cass,0.0,0.828,4,landmark-country|person-sport|person-instrument|fruit-from-list,0.0647,1.86
person-sport,knowledge,0,0,oracle,0.0,0,1,person-sport,0,5.925024173264353
person-sport,knowledge,0,0,naive,0.0,1,31,all,0,0
person-sport,knowledge,4,0,cass,0.0,0.7513,3,landmark-country|person-occupation|person-instrument,0.2786,5.25
person-sport,knowledge,4,0,cass_recon,0.0,0.7513,3,landmark-country|person-occupation|person-instrument,0.2786,5.25
person-sport,knowledge,4,0,zvec,0.0,0.7513,3,landmark-country|person-occupation|person-instrument,0.2786,5.25
person-sport,knowledge,4,1,cass,0.04,0.6334,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.1251,3.98
person-sport,knowledge,4,1,cass_recon,0.1,0.6334,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.1251,3.98
person-sport,knowledge,4,1,zvec,0.0,0.6334,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.1251,3.98
person-sport,knowledge,4,2,cass,0.0,0.6523,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.0807,2.66
person-sport,knowledge,4,2,cass_recon,0.04,0.6523,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.0807,2.66
person-sport,knowledge,4,2,zvec,0.0,0.6523,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.0807,2.66
person-sport,knowledge,4,3,cass,0.04,0.6032,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.1355,5.22
person-sport,knowledge,4,4,cass,0.0,0.6869,4,landmark-country|person-occupation|person-instrument|product-company,0.1414,4.01
person-instrument,knowledge,0,0,oracle,0.0,0,1,person-instrument,0,1.3583946197797492
person-instrument,knowledge,0,0,naive,0.0,1,31,all,0,0
person-instrument,knowledge,4,0,cass,0.0,0.7841,4,landmark-country|person-occupation|person-sport|antonym,0.0464,1.62
person-instrument,knowledge,4,0,cass_recon,0.0,0.7841,4,landmark-country|person-occupation|person-sport|antonym,0.0464,1.62
person-instrument,knowledge,4,0,zvec,0.0,0.7841,4,landmark-country|person-occupation|person-sport|antonym,0.0464,1.62
person-instrument,knowledge,4,1,cass,0.0,0.8434,4,landmark-country|person-occupation|person-sport|product-company,0.0477,1.16
person-instrument,knowledge,4,1,cass_recon,0.0,0.8434,4,landmark-country|person-occupation|person-sport|product-company,0.0477,1.16
person-instrument,knowledge,4,1,zvec,0.0,0.8434,4,landmark-country|person-occupation|person-sport|product-company,0.0477,1.16
person-instrument,knowledge,4,2,cass,0.0,0.8954,3,person-occupation|person-sport|singular-plural,0.0461,1.02
person-instrument,knowledge,4,2,cass_recon,0.0,0.8954,3,person-occupation|person-sport|singular-plural,0.0461,1.02
person-instrument,knowledge,4,2,zvec,0.0,0.8954,3,person-occupation|person-sport|singular-plural,0.0461,1.02
person-instrument,knowledge,4,3,cass,0.0,0.9125,5,person-occupation|person-sport|singular-plural|capitalize|animal-from-list,0.0195,0.63
person-instrument,knowledge,4,4,cass,0.0,0.8252,5,person-occupation|person-sport|product-company|prev-item|word-length,0.0269,0.81
product-company,knowledge,0,0,oracle,0.02,0,1,product-company,0,8.349273452530698
product-company,knowledge,0,0,naive,0.0,1,31,all,0,0
product-company,knowledge,4,0,cass,0.0,0.7544,4,landmark-country|park-country|person-occupation|person-sport,0.2049,4.83
product-company,knowledge,4,0,cass_recon,0.0,0.7544,4,landmark-country|park-country|person-occupation|person-sport,0.2049,4.83
product-company,knowledge,4,0,zvec,0.02,0.7544,4,landmark-country|park-country|person-occupation|person-sport,0.2049,4.83
product-company,knowledge,4,1,cass,0.0,0.7166,4,country-capital|landmark-country|park-country|person-sport,0.3638,7.92
product-company,knowledge,4,1,cass_recon,0.02,0.7166,4,country-capital|landmark-country|park-country|person-sport,0.3638,7.92
product-company,knowledge,4,1,zvec,0.0,0.7166,4,country-capital|landmark-country|park-country|person-sport,0.3638,7.92
product-company,knowledge,4,2,cass,0.0,0.7506,4,landmark-country|park-country|person-occupation|person-sport,0.195,4.55
product-company,knowledge,4,2,cass_recon,0.0,0.7506,4,landmark-country|park-country|person-occupation|person-sport,0.195,4.55
product-company,knowledge,4,2,zvec,0.02,0.7506,4,landmark-country|park-country|person-occupation|person-sport,0.195,4.55
product-company,knowledge,4,3,cass,0.0,0.7285,5,country-capital|landmark-country|park-country|person-occupation|person-instrument,0.32,7.4
product-company,knowledge,4,4,cass,0.0,0.7658,4,landmark-country|park-country|person-occupation|person-instrument,0.372,7.07
antonym,linguistic,0,0,oracle,0.06,0,1,antonym,0,6.617399925720031
antonym,linguistic,0,0,naive,0.0,1,31,all,0,0
antonym,linguistic,4,0,cass,0.02,0.6355,4,synonym|singular-plural|next-item|prev-item,0.1927,6.11
antonym,linguistic,4,0,cass_recon,0.02,0.6355,4,synonym|singular-plural|next-item|prev-item,0.1927,6.11
antonym,linguistic,4,0,zvec,0.0,0.6355,4,synonym|singular-plural|next-item|prev-item,0.1927,6.11
antonym,linguistic,4,1,cass,0.04,0.7411,2,synonym|next-item,0.182,4.2
antonym,linguistic,4,1,cass_recon,0.04,0.7411,2,synonym|next-item,0.182,4.2
antonym,linguistic,4,1,zvec,0.0,0.7411,2,synonym|next-item,0.182,4.2
antonym,linguistic,4,2,cass,0.04,0.6822,3,synonym|next-item|prev-item,0.1875,5.19
antonym,linguistic,4,2,cass_recon,0.02,0.6822,3,synonym|next-item|prev-item,0.1875,5.19
antonym,linguistic,4,2,zvec,0.0,0.6822,3,synonym|next-item|prev-item,0.1875,5.19
antonym,linguistic,4,3,cass,0.04,0.7662,2,synonym|prev-item,0.2681,5.02
antonym,linguistic,4,4,cass,0.0,0.7874,4,synonym|present-past|capitalize|next-item,0.1679,4.14
synonym,linguistic,0,0,oracle,0.1,0,1,synonym,0,6.49671617160768
synonym,linguistic,0,0,naive,0.0,1,31,all,0,0
synonym,linguistic,4,0,cass,0.14,0.7883,5,antonym|present-past|english-german|alphabetically-last|fruit-from-list,0.1721,4.33
synonym,linguistic,4,0,cass_recon,0.06,0.7883,5,antonym|present-past|english-german|alphabetically-last|fruit-from-list,0.1721,4.33
synonym,linguistic,4,0,zvec,0.02,0.7883,5,antonym|present-past|english-german|alphabetically-last|fruit-from-list,0.1721,4.33
synonym,linguistic,4,1,cass,0.14,0.7436,4,antonym|english-french|english-spanish|alphabetically-last,0.2295,5.34
synonym,linguistic,4,1,cass_recon,0.12,0.7436,4,antonym|english-french|english-spanish|alphabetically-last,0.2295,5.34
synonym,linguistic,4,1,zvec,0.04,0.7436,4,antonym|english-french|english-spanish|alphabetically-last,0.2295,5.34
synonym,linguistic,4,2,cass,0.12,0.8141,3,antonym|present-past|alphabetically-last,0.2638,5.33
synonym,linguistic,4,2,cass_recon,0.08,0.8141,3,antonym|present-past|alphabetically-last,0.2638,5.33
synonym,linguistic,4,2,zvec,0.0,0.8141,3,antonym|present-past|alphabetically-last,0.2638,5.33
synonym,linguistic,4,3,cass,0.06,0.747,5,antonym|present-past|english-french|alphabetically-last|verb-from-list,0.1453,4.41
synonym,linguistic,4,4,cass,0.04,0.7589,5,antonym|singular-plural|lowercase-first-letter|english-french|choose-first-of-list,0.1912,4.56
present-past,linguistic,0,0,oracle,0.0,0,1,present-past,0,9.042088994193112
present-past,linguistic,0,0,naive,0.0,1,31,all,0,0
present-past,linguistic,4,0,cass,0.02,0.6769,5,antonym|synonym|singular-plural|capitalize|capitalize-first-letter,0.2246,8.09
present-past,linguistic,4,0,cass_recon,0.02,0.6769,5,antonym|synonym|singular-plural|capitalize|capitalize-first-letter,0.2246,8.09
present-past,linguistic,4,0,zvec,0.0,0.6769,5,antonym|synonym|singular-plural|capitalize|capitalize-first-letter,0.2246,8.09
present-past,linguistic,4,1,cass,0.02,0.7869,3,antonym|singular-plural|capitalize,0.2798,7.54
present-past,linguistic,4,1,cass_recon,0.0,0.7869,3,antonym|singular-plural|capitalize,0.2798,7.54
present-past,linguistic,4,1,zvec,0.0,0.7869,3,antonym|singular-plural|capitalize,0.2798,7.54
present-past,linguistic,4,2,cass,0.0,0.7468,4,singular-plural|capitalize|english-french|choose-first-of-list,0.262,7.74
present-past,linguistic,4,2,cass_recon,0.02,0.7468,4,singular-plural|capitalize|english-french|choose-first-of-list,0.262,7.74
present-past,linguistic,4,2,zvec,0.0,0.7468,4,singular-plural|capitalize|english-french|choose-first-of-list,0.262,7.74
present-past,linguistic,4,3,cass,0.0,0.7267,4,singular-plural|capitalize|alphabetically-first|choose-first-of-list,0.281,7.93
present-past,linguistic,4,4,cass,0.0,0.7339,5,antonym|singular-plural|capitalize|lowercase-first-letter|english-french,0.2302,7.11
singular-plural,linguistic,0,0,oracle,0.0,0,1,singular-plural,0,8.688926670499187
singular-plural,linguistic,0,0,naive,0.04,1,31,all,0,0
singular-plural,linguistic,4,0,cass,0.02,0.6781,4,antonym|present-past|capitalize|prev-item,0.2188,7.64
singular-plural,linguistic,4,0,cass_recon,0.02,0.6781,4,antonym|present-past|capitalize|prev-item,0.2188,7.64
singular-plural,linguistic,4,0,zvec,0.04,0.6781,4,antonym|present-past|capitalize|prev-item,0.2188,7.64
singular-plural,linguistic,4,1,cass,0.04,0.6951,3,antonym|present-past|capitalize,0.2131,7.3
singular-plural,linguistic,4,1,cass_recon,0.02,0.6951,3,antonym|present-past|capitalize,0.2131,7.3
singular-plural,linguistic,4,1,zvec,0.04,0.6951,3,antonym|present-past|capitalize,0.2131,7.3
singular-plural,linguistic,4,2,cass,0.02,0.68,5,antonym|synonym|present-past|capitalize|lowercase-first-letter,0.2152,7.57
singular-plural,linguistic,4,2,cass_recon,0.06,0.68,5,antonym|synonym|present-past|capitalize|lowercase-first-letter,0.2152,7.57
singular-plural,linguistic,4,2,zvec,0.04,0.68,5,antonym|synonym|present-past|capitalize|lowercase-first-letter,0.2152,7.57
singular-plural,linguistic,4,3,cass,0.04,0.6774,4,antonym|synonym|present-past|capitalize,0.22,7.7
singular-plural,linguistic,4,4,cass,0.04,0.712,2,present-past|capitalize,0.2276,6.66
capitalize,linguistic,0,0,oracle,0.14,0,1,capitalize,0,9.841811759022287
capitalize,linguistic,0,0,naive,0.18,1,31,all,0,0
capitalize,linguistic,4,0,cass,0.28,0.7992,3,antonym|present-past|singular-plural,0.4025,8.27
capitalize,linguistic,4,0,cass_recon,0.18,0.7992,3,antonym|present-past|singular-plural,0.4025,8.27
capitalize,linguistic,4,0,zvec,0.14,0.7992,3,antonym|present-past|singular-plural,0.4025,8.27
capitalize,linguistic,4,1,cass,0.32,0.8402,4,present-past|singular-plural|alphabetically-first|verb-from-list,0.499,9.15
capitalize,linguistic,4,1,cass_recon,0.16,0.8402,4,present-past|singular-plural|alphabetically-first|verb-from-list,0.499,9.15
capitalize,linguistic,4,1,zvec,0.12,0.8402,4,present-past|singular-plural|alphabetically-first|verb-from-list,0.499,9.15
capitalize,linguistic,4,2,cass,0.2,0.7933,4,antonym|present-past|singular-plural|alphabetically-first,0.4148,9.01
capitalize,linguistic,4,2,cass_recon,0.06,0.7933,4,antonym|present-past|singular-plural|alphabetically-first,0.4148,9.01
capitalize,linguistic,4,2,zvec,0.12,0.7933,4,antonym|present-past|singular-plural|alphabetically-first,0.4148,9.01
capitalize,linguistic,4,3,cass,0.14,0.7963,5,antonym|present-past|singular-plural|alphabetically-first|choose-first-of-list,0.4044,8.82
capitalize,linguistic,4,4,cass,0.2,0.8377,5,antonym|present-past|singular-plural|alphabetically-first|animal-from-list,0.5047,8.8
capitalize-first-letter,linguistic,0,0,oracle,0.0,0,1,capitalize-first-letter,0,5.5987428316276215
capitalize-first-letter,linguistic,0,0,naive,0.0,1,31,all,0,0
capitalize-first-letter,linguistic,4,0,cass,0.0,0.6963,4,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.2591,7.43
capitalize-first-letter,linguistic,4,0,cass_recon,0.0,0.6963,4,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.2591,7.43
capitalize-first-letter,linguistic,4,0,zvec,0.0,0.6963,4,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.2591,7.43
capitalize-first-letter,linguistic,4,1,cass,0.0,0.7707,5,antonym|synonym|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.0957,2.59
capitalize-first-letter,linguistic,4,1,cass_recon,0.0,0.7707,5,antonym|synonym|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.0957,2.59
capitalize-first-letter,linguistic,4,1,zvec,0.0,0.7707,5,antonym|synonym|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.0957,2.59
capitalize-first-letter,linguistic,4,2,cass,0.0,0.7114,4,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.1668,5.31
capitalize-first-letter,linguistic,4,2,cass_recon,0.0,0.7114,4,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.1668,5.31
capitalize-first-letter,linguistic,4,2,zvec,0.0,0.7114,4,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.1668,5.31
capitalize-first-letter,linguistic,4,3,cass,0.0,0.6933,5,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length,0.101,3.79
capitalize-first-letter,linguistic,4,4,cass,0.0,0.748,5,capitalize|capitalize-last-letter|lowercase-first-letter|next-item|next-capital-letter,0.1356,4.11
capitalize-last-letter,linguistic,0,0,oracle,0.0,0,1,capitalize-last-letter,0,0.87364625339691
capitalize-last-letter,linguistic,0,0,naive,0.02,1,31,all,0,0
capitalize-last-letter,linguistic,4,0,cass,0.0,0.8324,3,capitalize-first-letter|next-item|next-capital-letter,0.0853,1.97
capitalize-last-letter,linguistic,4,0,cass_recon,0.0,0.8324,3,capitalize-first-letter|next-item|next-capital-letter,0.0853,1.97
capitalize-last-letter,linguistic,4,0,zvec,0.0,0.8324,3,capitalize-first-letter|next-item|next-capital-letter,0.0853,1.97
capitalize-last-letter,linguistic,4,1,cass,0.0,0.8377,5,synonym|capitalize-first-letter|lowercase-first-letter|next-item|next-capital-letter,0.0535,1.35
capitalize-last-letter,linguistic,4,1,cass_recon,0.0,0.8377,5,synonym|capitalize-first-letter|lowercase-first-letter|next-item|next-capital-letter,0.0535,1.35
capitalize-last-letter,linguistic,4,1,zvec,0.0,0.8377,5,synonym|capitalize-first-letter|lowercase-first-letter|next-item|next-capital-letter,0.0535,1.35
capitalize-last-letter,linguistic,4,2,cass,0.02,0.8258,5,synonym|present-past|capitalize-first-letter|lowercase-first-letter|next-capital-letter,0.0616,1.54
capitalize-last-letter,linguistic,4,2,cass_recon,0.0,0.8258,5,synonym|present-past|capitalize-first-letter|lowercase-first-letter|next-capital-letter,0.0616,1.54
capitalize-last-letter,linguistic,4,2,zvec,0.02,0.8258,5,synonym|present-past|capitalize-first-letter|lowercase-first-letter|next-capital-letter,0.0616,1.54
capitalize-last-letter,linguistic,4,3,cass,0.0,0.8353,5,capitalize|capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter,0.0746,1.78
capitalize-last-letter,linguistic,4,4,cass,0.0,0.8581,4,antonym|capitalize-first-letter|lowercase-first-letter|next-capital-letter,0.094,1.9
lowercase-first-letter,linguistic,0,0,oracle,0.0,0,1,lowercase-first-letter,0,4.1329448748853785
lowercase-first-letter,linguistic,0,0,naive,0.0,1,31,all,0,0
lowercase-first-letter,linguistic,4,0,cass,0.0,0.7982,1,capitalize-first-letter,0.1724,4.27
lowercase-first-letter,linguistic,4,0,cass_recon,0.0,0.7982,1,capitalize-first-letter,0.1724,4.27
lowercase-first-letter,linguistic,4,0,zvec,0.0,0.7982,1,capitalize-first-letter,0.1724,4.27
lowercase-first-letter,linguistic,4,1,cass,0.0,0.8184,4,antonym|singular-plural|capitalize|capitalize-first-letter,0.1502,3.95
lowercase-first-letter,linguistic,4,1,cass_recon,0.0,0.8184,4,antonym|singular-plural|capitalize|capitalize-first-letter,0.1502,3.95
lowercase-first-letter,linguistic,4,1,zvec,0.0,0.8184,4,antonym|singular-plural|capitalize|capitalize-first-letter,0.1502,3.95
lowercase-first-letter,linguistic,4,2,cass,0.0,0.7904,4,capitalize-first-letter|capitalize-last-letter|next-item|next-capital-letter,0.1455,3.64
lowercase-first-letter,linguistic,4,2,cass_recon,0.0,0.7904,4,capitalize-first-letter|capitalize-last-letter|next-item|next-capital-letter,0.1455,3.64
lowercase-first-letter,linguistic,4,2,zvec,0.0,0.7904,4,capitalize-first-letter|capitalize-last-letter|next-item|next-capital-letter,0.1455,3.64
lowercase-first-letter,linguistic,4,3,cass,0.0,0.8015,4,capitalize-first-letter|next-item|next-capital-letter|color-from-list,0.1667,4.24
lowercase-first-letter,linguistic,4,4,cass,0.0,0.8633,1,capitalize-first-letter,0.1984,3.52
english-french,translation,0,0,oracle,0.0,0,1,english-french,0,7.8900334744106235
english-french,translation,0,0,naive,0.0,1,31,all,0,0
english-french,translation,4,0,cass,0.0,0.8736,3,synonym|english-german|english-spanish,0.5104,7.55
english-french,translation,4,0,cass_recon,0.0,0.8736,3,synonym|english-german|english-spanish,0.5104,7.55
english-french,translation,4,0,zvec,0.0,0.8736,3,synonym|english-german|english-spanish,0.5104,7.55
english-french,translation,4,1,cass,0.0,0.9429,2,english-german|english-spanish,0.4867,6.43
english-french,translation,4,1,cass_recon,0.0,0.9429,2,english-german|english-spanish,0.4867,6.43
english-french,translation,4,1,zvec,0.0,0.9429,2,english-german|english-spanish,0.4867,6.43
english-french,translation,4,2,cass,0.0,0.9368,5,antonym|present-past|singular-plural|english-german|english-spanish,0.5275,7.72
english-french,translation,4,2,cass_recon,0.0,0.9368,5,antonym|present-past|singular-plural|english-german|english-spanish,0.5275,7.72
english-french,translation,4,2,zvec,0.0,0.9368,5,antonym|present-past|singular-plural|english-german|english-spanish,0.5275,7.72
english-french,translation,4,3,cass,0.0,0.8943,4,antonym|singular-plural|english-german|english-spanish,0.4395,7.29
english-french,translation,4,4,cass,0.0,0.8317,4,present-past|singular-plural|capitalize|english-spanish,0.3907,7.11
english-german,translation,0,0,oracle,0.0,0,1,english-german,0,8.34754668758665
english-german,translation,0,0,naive,0.0,1,31,all,0,0
english-german,translation,4,0,cass,0.0,0.7596,2,english-french|english-spanish,0.4199,7.96
english-german,translation,4,0,cass_recon,0.0,0.7596,2,english-french|english-spanish,0.4199,7.96
english-german,translation,4,0,zvec,0.0,0.7596,2,english-french|english-spanish,0.4199,7.96
english-german,translation,4,1,cass,0.0,0.7741,2,english-french|english-spanish,0.259,6.26
english-german,translation,4,1,cass_recon,0.0,0.7741,2,english-french|english-spanish,0.259,6.26
english-german,translation,4,1,zvec,0.0,0.7741,2,english-french|english-spanish,0.259,6.26
english-german,translation,4,2,cass,0.0,0.8308,5,antonym|capitalize-first-letter|lowercase-first-letter|english-french|english-spanish,0.428,7.42
english-german,translation,4,2,cass_recon,0.0,0.8308,5,antonym|capitalize-first-letter|lowercase-first-letter|english-french|english-spanish,0.428,7.42
english-german,translation,4,2,zvec,0.0,0.8308,5,antonym|capitalize-first-letter|lowercase-first-letter|english-french|english-spanish,0.428,7.42
english-german,translation,4,3,cass,0.0,0.792,5,antonym|synonym|capitalize-first-letter|english-french|english-spanish,0.3198,6.64
english-german,translation,4,4,cass,0.0,0.7687,4,synonym|present-past|english-french|english-spanish,0.2577,6.19
english-spanish,translation,0,0,oracle,0.06,0,1,english-spanish,0,9.735877918644292
english-spanish,translation,0,0,naive,0.0,1,31,all,0,0
english-spanish,translation,4,0,cass,0.0,0.7874,1,english-french,0.3584,8.67
english-spanish,translation,4,0,cass_recon,0.0,0.7874,1,english-french,0.3584,8.67
english-spanish,translation,4,0,zvec,0.0,0.7874,1,english-french,0.3584,8.67
english-spanish,translation,4,1,cass,0.0,0.7225,5,singular-plural|lowercase-first-letter|english-french|english-german|alphabetically-first,0.264,7.57
english-spanish,translation,4,1,cass_recon,0.0,0.7225,5,singular-plural|lowercase-first-letter|english-french|english-german|alphabetically-first,0.264,7.57
english-spanish,translation,4,1,zvec,0.0,0.7225,5,singular-plural|lowercase-first-letter|english-french|english-german|alphabetically-first,0.264,7.57
english-spanish,translation,4,2,cass,0.0,0.6551,4,lowercase-first-letter|english-french|english-german|alphabetically-first,0.2935,9.21
